Tanggal,Variant_Suspect,Day,ID_CUM_POSITIVE,ID_CUM_HOSPITALIZED,ID_CUM_CURED,ID_CUM_DEATH,JKT_CUM_POSITIVE,JKT_CUM_HOSPITALIZED,JKT_CUM_CURED,JKT_CUM_DEATH,JKT_CUM_SELFISOLATION,JKT_CUM_ACTIVEPOSITIVE,ID_DAILY_POSITIVE,ID_DAILY_HOSPITALIZED,ID_DAILY_CURED,ID_DAILY_DEATH,JKT_DAILY_DEATH,JKT_DAILY_CURED,JKT_DAILY_ISOLATION,JKT_DAILY_HOSPITALIZED,JKT_DAILY_POSITIVE,JKT_DAILY_ACTIVEPOSITIVE,JKT_DAILY_BURIAL,JKT_CUM_BURIAL,JKT_DAILY_TESTSPECIMENT,JKT_DAILY_POSTEST,PoF_Positive,JKT_DAILY_NEGTEST,JKT_DAILY_POSTRATE,PoF_PostRate,JKT_CONS_VALUE,CoF_HSE
21/07/2020,Alpha-Beta-Gamma,143,89869,37083,48466,4320,17153,1073,10864,758,4458,5531,1655,85,1489,81,9,262,123,47,441,170,152,20069,10061,416,,9645,0.041347779,1,562,2
22/07/2020,Alpha-Beta-Gamma,144,91751,37037,50255,4459,17529,1193,11187,766,4383,5576,1882,-46,1789,139,8,323,-75,120,376,45,132,20201,8773,279,,8494,0.03180212,1,640,2
23/07/2020,Alpha-Beta-Gamma,145,93657,36917,52164,4576,17945,1201,11302,767,4675,5876,1906,-120,1909,117,1,115,292,8,416,300,168,20369,9100,393,,8707,0.043186813,1,435,2
24/07/2020,Alpha-Beta-Gamma,146,95418,36808,53945,4665,18230,1300,11585,768,4577,5877,1761,-109,1781,89,1,283,-98,99,285,1,155,20524,6887,611,,6276,0.088717874,1,486,2
25/07/2020,Alpha-Beta-Gamma,147,97286,37218,55354,4714,18623,1410,11715,769,4729,6139,1868,410,1409,49,1,130,152,110,393,262,140,20664,3148,270,,2878,0.085768742,1,616,2
26/07/2020,Alpha-Beta-Gamma,148,98778,37342,56655,4781,19001,1491,11889,779,4842,6333,1492,124,1301,67,10,174,113,81,378,194,117,20781,8184,436,,7748,0.053274682,1,570,2
27/07/2020,Alpha-Beta-Gamma,149,100303,37292,58173,4838,19473,1702,11996,782,4993,6695,1525,-50,1518,57,3,107,151,211,472,362,143,20924,8824,542,,8282,0.061423391,1,903,2
28/07/2020,Alpha-Beta-Gamma,150,102051,36611,60539,4901,19885,1848,12373,795,4869,6717,1748,-681,2366,63,13,377,-124,146,412,22,144,21068,9120,340,,8780,0.037280702,1,743,2
29/07/2020,Alpha-Beta-Gamma,151,104432,37319,62138,4975,20470,1944,12613,820,5093,7037,2381,708,1599,74,25,240,224,96,585,320,147,21215,8520,585,,7935,0.068661972,1,852,2
30/07/2020,Alpha-Beta-Gamma,152,106336,36986,64292,5058,20769,2049,12801,821,5098,7147,1904,-333,2154,83,1,188,5,105,299,110,141,21356,4222,330,,3892,0.078162009,1,512,2
31/07/2020,Alpha-Beta-Gamma,153,108376,37338,65907,5131,21201,2183,13208,836,4974,7157,2040,352,1615,73,15,407,-124,134,432,10,152,21508,6366,329,,6037,0.051680804,1,745,2
01/08/2020,Alpha-Beta-Gamma,154,109936,36824,67919,5193,21575,2153,13887,852,4683,6836,1560,-514,2012,62,16,679,-291,-30,374,-321,151,21659,3675,439,,3236,0.119455782,2,362,2
02/08/2020,Alpha-Beta-Gamma,155,111455,37244,68975,5236,21954,2159,14027,852,4916,7075,1519,420,1056,43,0,140,233,6,379,239,141,21800,7811,386,,7425,0.049417488,1,391,2
03/08/2020,Alpha-Beta-Gamma,156,113134,37595,70237,5302,22443,2327,14165,867,5084,7411,1679,351,1262,66,15,138,168,168,489,336,129,21929,7071,468,,6603,0.066185829,1,870,2
04/08/2020,Alpha-Beta-Gamma,157,115056,37618,72050,5388,22909,2432,14381,880,5216,7648,1922,23,1813,86,13,216,132,105,466,237,152,22081,8124,584,,7540,0.071885771,1,715,2
05/08/2020,Alpha-Beta-Gamma,158,116871,37530,73889,5452,23266,2483,14760,895,5128,7611,1815,-88,1839,64,15,379,-88,51,357,-37,138,22219,8065,693,,7372,0.085926844,1,504,2
06/08/2020,Alpha-Beta-Gamma,159,118753,37587,75645,5521,23863,2552,15006,908,5397,7949,1882,57,1756,69,13,246,269,69,597,338,130,22349,8791,776,,8015,0.088272096,1,774,2
07/08/2020,Alpha-Beta-Gamma,160,121226,38076,77557,5593,24521,2595,15201,922,5803,8398,2473,489,1912,72,14,195,406,43,658,449,159,22508,6771,534,,6237,0.078865751,1,786,2
08/08/2020,Alpha-Beta-Gamma,161,123503,38539,79306,5658,25242,2488,15710,934,6110,8598,2277,463,1749,65,12,509,307,-107,721,200,162,22670,4433,319,,4114,0.071960298,1,543,2
09/08/2020,Alpha-Beta-Gamma,162,125396,38721,80952,5723,25714,2416,16268,939,6091,8507,1893,182,1646,65,5,558,-19,-72,472,-91,145,22815,6059,582,,5477,0.096055455,2,343,2
10/08/2020,Alpha-Beta-Gamma,163,127083,39082,82236,5765,26193,2555,16446,940,6252,8807,1687,361,1284,42,1,178,161,139,479,300,167,22982,5841,487,,5354,0.083376134,1,760,2
11/08/2020,Alpha-Beta-Gamma,164,128776,39242,83710,5824,26664,2548,16927,953,6236,8784,1693,160,1474,59,13,481,-16,-7,471,-23,136,23118,8015,591,,7424,0.073736744,1,496,2
12/08/2020,Alpha-Beta-Gamma,165,130718,39017,85798,5903,27242,2717,17349,968,6208,8925,1942,-225,2088,79,15,422,-28,169,578,141,150,23268,6881,495,,6386,0.071937218,1,961,2
13/08/2020,Alpha-Beta-Gamma,166,132816,39290,87558,5968,27863,2714,17838,981,6330,9044,2098,273,1760,65,13,489,122,-3,621,119,149,23417,8211,729,,7482,0.088783339,1,654,2
14/08/2020,Alpha-Beta-Gamma,167,135123,39484,89618,6021,28438,2594,18528,985,6331,8925,2307,194,2060,53,4,690,1,-120,575,-119,152,23569,9669,625,,9044,0.06463957,1,347,2
15/08/2020,Alpha-Beta-Gamma,168,137468,40076,91321,6071,29036,2614,18974,991,6457,9071,2345,592,1703,50,6,446,126,20,598,146,150,23719,5266,534,,4732,0.101405241,2,656,2
16/08/2020,Alpha-Beta-Gamma,169,139549,40296,93103,6150,29554,2567,19708,995,6284,8851,2081,220,1782,79,4,734,-173,-47,518,-220,143,23862,7215,555,,6660,0.076923077,1,436,2
17/08/2020,Alpha-Beta-Gamma,170,141370,40705,94458,6207,30092,2651,19916,1011,6514,9165,1821,409,1355,57,16,208,230,84,538,314,157,24019,7097,601,,6496,0.084683669,1,754,2
18/08/2020,Alpha-Beta-Gamma,171,143043,40460,96306,6277,30597,2462,20505,1028,6602,9064,1673,-245,1848,70,17,589,88,-189,505,-101,145,24164,10636,695,,9941,0.065344114,1,178,2
19/08/2020,Alpha-Beta-Gamma,172,144945,39942,98657,6346,31162,2559,21069,1046,6488,9047,1902,-518,2351,69,18,564,-114,97,565,-17,147,24311,5422,511,,4911,0.094245666,2,813,2
20/08/2020,Alpha-Beta-Gamma,173,147211,40119,100674,6418,31757,2544,21795,1061,6357,8901,2266,177,2017,72,15,726,-131,-15,595,-146,168,24479,7422,760,,6662,0.102398275,2,610,2
21/08/2020,Alpha-Beta-Gamma,174,149408,39917,102991,6500,32398,2576,22228,1076,6518,9094,2197,-202,2317,82,15,433,161,32,641,193,160,24639,6821,854,,5967,0.125201583,2,750,2
22/08/2020,Alpha-Beta-Gamma,175,151498,39706,105198,6594,32999,2762,22877,1091,6269,9031,2090,-211,2207,94,15,649,-249,186,601,-63,157,24796,3691,508,,3183,0.137632078,2,1018,2
23/08/2020,Alpha-Beta-Gamma,176,153535,39355,107500,6680,33636,2922,23567,1107,6040,8962,2037,-351,2302,86,16,690,-229,160,637,-69,139,24935,8941,704,,8237,0.078738396,1,1005,2
24/08/2020,Alpha-Beta-Gamma,177,155412,37593,111060,6759,34295,2630,25463,1112,5090,7720,1877,-1762,3560,79,5,1896,-950,-292,659,-1242,162,25097,8794,569,,8225,0.064703207,1,90,1
25/08/2020,Alpha-Beta-Gamma,178,157859,38134,112867,6858,34931,2686,25986,1129,5130,7816,2447,541,1807,99,17,523,40,56,636,96,161,25258,11436,907,,10529,0.079310948,1,799,2
26/08/2020,Alpha-Beta-Gamma,179,160165,37812,115409,6944,35642,2770,26750,1144,4978,7748,2306,-322,2542,86,15,764,-152,84,711,-68,167,25425,9360,879,,8481,0.093910256,2,924,2
27/08/2020,Alpha-Beta-Gamma,180,162884,37245,118575,7064,36462,2528,28288,1147,4499,7027,2719,-567,3166,120,3,1538,-479,-242,820,-721,165,25590,10266,882,,9384,0.08591467,1,345,2
28/08/2020,Alpha-Beta-Gamma,181,165887,37818,120900,7169,37278,2827,29169,1154,4128,6955,3003,573,2325,105,7,881,-371,299,816,-72,180,25770,9392,974,,8418,0.103705281,2,1435,2
29/08/2020,Alpha-Beta-Gamma,182,169195,39132,122802,7261,38166,2812,29768,1172,4414,7226,3308,1314,1902,92,18,599,286,-15,888,271,152,25922,4880,703,,4177,0.144057377,2,912,2
30/08/2020,Alpha-Beta-Gamma,183,172053,40525,124185,7343,39280,3015,30134,1186,4945,7960,2858,1393,1383,82,14,366,531,203,1114,734,227,26149,7514,1024,,6490,0.136278946,2,1562,3
31/08/2020,Alpha-Beta-Gamma,184,174796,41420,125959,7417,40309,3288,30538,1202,5281,8569,2743,895,1774,74,16,404,336,273,1029,609,166,26315,8222,1121,,7101,0.136341523,2,1623,3
01/09/2020,Alpha-Beta-Gamma,185,177571,42009,128057,7505,41250,3341,31267,1219,5423,8764,2775,589,2098,88,17,729,142,53,941,195,281,26596,9971,1135,,8836,0.113830107,2,1098,2
02/09/2020,Alpha-Beta-Gamma,186,180646,43059,129971,7616,42303,3568,31741,1237,5757,9325,3075,1050,1914,111,18,474,334,227,1053,561,181,26777,12131,1013,,11118,0.08350507,1,1561,2
03/09/2020,Alpha-Beta-Gamma,187,184268,44463,132055,7750,43709,3709,32424,1253,6323,10032,3622,1404,2084,134,16,683,566,141,1406,707,155,26932,10248,1242,,9006,0.121194379,2,1736,3
04/09/2020,Alpha-Beta-Gamma,188,187537,45524,134181,7832,44604,3827,33260,1260,6257,10084,3269,1061,2126,82,7,836,-66,118,895,52,176,27108,9866,1130,,8736,0.114534766,2,1152,2
05/09/2020,Alpha-Beta-Gamma,189,190665,46324,136401,7940,45446,3677,33991,1277,6501,10178,3128,800,2220,108,17,731,244,-150,842,94,216,27324,4979,703,,4276,0.141193011,2,593,2
06/09/2020,Alpha-Beta-Gamma,190,194109,47509,138575,8025,46691,4082,34738,1289,6582,10664,3444,1185,2174,85,12,747,81,405,1245,486,183,27507,12302,1289,,11013,0.104779711,2,2091,3
07/09/2020,Alpha-Beta-Gamma,191,196989,48207,140652,8130,47796,4341,35431,1318,6706,11047,2880,698,2077,105,29,693,124,259,1105,383,160,27667,12891,1326,,11565,0.102862462,2,1710,3
08/09/2020,Alpha-Beta-Gamma,192,200035,48847,142958,8230,48811,4432,36451,1330,6598,11030,3046,640,2306,100,12,1020,-108,91,1015,-17,189,27856,10005,1102,,8903,0.110144928,2,1233,2
09/09/2020,Alpha-Beta-Gamma,193,203342,49806,145200,8336,49837,4554,37245,1347,6691,11245,3307,959,2242,106,17,794,93,122,1026,215,205,28061,12103,1203,,10900,0.099396844,2,1321,2
10/09/2020,Alpha-Beta-Gamma,194,207203,51237,147510,8456,51287,4728,38226,1365,6968,11696,3861,1431,2310,120,18,981,277,174,1450,451,214,28275,10311,1435,,8876,0.139171758,2,1852,3
11/09/2020,Alpha-Beta-Gamma,195,210940,52179,150217,8544,52321,4681,39115,1382,7143,11824,3737,942,2707,88,17,889,175,-47,1034,128,186,28461,10567,1702,,8865,0.161067474,2,991,2
12/09/2020,Alpha-Beta-Gamma,196,214746,53638,152458,8650,53761,4684,40183,1404,7490,12174,3806,1459,2241,106,22,1068,347,3,1440,350,189,28650,5085,768,,4317,0.151032448,2,1512,2
13/09/2020,Alpha-Beta-Gamma,197,218382,54649,155010,8723,54864,4649,41014,1410,7791,12440,3636,1011,2552,73,6,831,301,-35,1103,266,158,28808,12510,1263,,11247,0.100959233,2,1051,2
14/09/2020,Alpha-Beta-Gamma,198,221523,54277,158405,8841,55926,4631,42325,1440,7530,12161,3141,-372,3395,118,30,1311,-261,-18,1062,-279,198,29006,8677,1037,,7640,0.119511352,2,1116,2
15/09/2020,Alpha-Beta-Gamma,199,225030,55000,161065,8965,56953,4468,43306,1468,7711,12179,3507,723,2660,124,28,981,181,-163,1027,18,189,29195,13090,1048,,12042,0.080061115,1,785,2
16/09/2020,Alpha-Beta-Gamma,200,228993,55792,164101,9100,58458,4802,44251,1498,7907,12709,3963,792,3036,135,30,945,196,334,1505,530,161,29356,13012,1403,,11609,0.107823547,2,2263,3
17/09/2020,Alpha-Beta-Gamma,201,232628,56720,166686,9222,59472,4739,45207,1513,8013,12752,3635,928,2585,122,15,956,106,-63,1014,43,178,29534,13890,1166,,12724,0.083945284,1,933,2
18/09/2020,Alpha-Beta-Gamma,202,236519,56409,170774,9336,60875,4655,46235,1535,8450,13105,3891,-311,4088,114,22,1028,437,-84,1403,353,172,29706,11118,1177,,9941,0.105864364,2,1301,2
19/09/2020,Alpha-Beta-Gamma,203,240687,56889,174350,9448,61807,4305,47260,1546,8696,13001,4168,480,3576,112,11,1025,246,-350,932,-104,205,29911,6818,929,,5889,0.136256967,2,265,2
20/09/2020,Alpha-Beta-Gamma,204,244676,57796,177327,9553,62886,3819,49209,1561,8297,12116,3989,907,2977,105,15,1949,-399,-486,1079,-885,175,30086,14050,1265,,12785,0.090035587,2,152,2
21/09/2020,Alpha-Beta-Gamma,205,248852,58378,180797,9677,64196,3749,49630,1592,9225,12974,4176,582,3470,124,31,421,928,-70,1310,858,164,30250,12368,1187,,11181,0.09597348,2,1263,2
22/09/2020,Alpha-Beta-Gamma,206,252923,58788,184298,9837,65318,3841,50473,1624,9380,13221,4071,410,3501,160,32,843,155,92,1122,247,133,30383,12446,937,,11509,0.075285232,1,1402,2
23/09/2020,Alpha-Beta-Gamma,207,257388,59453,187958,9977,66505,3666,51578,1650,9611,13277,4465,665,3660,140,26,1105,231,-175,1187,56,199,30582,14461,1199,,13262,0.082912662,1,915,2
24/09/2020,Alpha-Beta-Gamma,208,262022,60064,191853,10105,67638,3518,52742,1664,9714,13232,4634,611,3895,128,14,1164,103,-148,1133,-45,163,30745,13100,1253,,11847,0.095648855,2,879,2
25/09/2020,Alpha-Beta-Gamma,209,266845,60431,196196,10218,68927,2871,54352,1677,10027,12898,4823,367,4343,113,13,1610,313,-647,1289,-334,192,30937,12736,1305,,11431,0.102465452,2,34,1
26/09/2020,Alpha-Beta-Gamma,210,271339,61628,199403,10308,70184,2561,55350,1679,10594,13155,4494,1197,3207,90,2,998,567,-310,1257,257,194,31131,6127,807,,5320,0.131712094,2,643,2
27/09/2020,Alpha-Beta-Gamma,211,275213,61813,203014,10386,71370,2350,56413,1692,10915,13265,3874,185,3611,78,13,1063,321,-211,1186,110,193,31324,10211,1204,,9007,0.117912056,2,803,2
28/09/2020,Alpha-Beta-Gamma,212,278722,61379,206870,10473,72177,2258,57741,1704,10474,12732,3509,-434,3856,87,12,1328,-441,-92,807,-533,143,31467,13569,1253,,12316,0.09234284,2,659,2
29/09/2020,Alpha-Beta-Gamma,213,282724,61686,210437,10601,73309,2067,58865,1718,10659,12726,4002,307,3567,128,14,1124,185,-191,1132,-6,159,31626,11914,1141,,10773,0.095769683,2,792,2
30/09/2020,Alpha-Beta-Gamma,214,287008,61321,214947,10740,74368,1964,60320,1731,10353,12317,4284,-365,4510,139,13,1455,-306,-103,1059,-409,181,31807,10648,1103,,9545,0.103587528,2,892,2
01/10/2020,Alpha-Beta-Gamma,215,291182,61839,218487,10856,75521,1795,61444,1737,10545,12340,4174,518,3540,116,6,1124,192,-169,1153,23,180,31987,11800,1110,,10690,0.094067797,2,833,2
02/10/2020,Alpha-Beta-Gamma,216,295499,63187,221340,10972,76619,2104,62279,1740,10496,12600,4317,1348,2853,116,3,835,-49,309,1098,260,190,32177,11265,1141,,10124,0.101287173,2,1725,3
03/10/2020,Alpha-Beta-Gamma,217,299506,63399,225052,11055,77784,2103,63286,1743,10652,12755,4007,212,3712,83,3,1007,156,-1,1165,155,163,32340,5066,696,,4370,0.137386498,2,1172,2
04/10/2020,Alpha-Beta-Gamma,218,303498,63894,228453,11151,79214,2043,64319,1761,11091,13134,3992,495,3401,96,18,1033,439,-60,1430,379,178,32518,10756,1082,,9674,0.100595017,2,1364,2
05/10/2020,Alpha-Beta-Gamma,219,307120,63274,232593,11253,80036,2057,65295,1772,10912,12969,3622,-620,4140,102,11,976,-179,14,822,-165,150,32668,11702,1091,,10611,0.093231926,2,883,2
06/10/2020,Alpha-Beta-Gamma,220,311176,63365,236437,11374,81043,2135,66315,1806,10787,12922,4056,91,3844,121,34,1020,-125,78,1007,-47,139,32807,12335,1140,,11195,0.092419943,2,1265,2
07/10/2020,Alpha-Beta-Gamma,221,315714,63951,240291,11472,82383,2447,67310,1819,10807,13254,4538,586,3854,98,13,995,20,312,1340,332,152,32959,12432,1173,,11259,0.094353282,2,2003,3
08/10/2020,Alpha-Beta-Gamma,222,320564,64924,244060,11580,83392,2485,68352,1838,10717,13202,4850,973,3769,108,19,1042,-90,38,1009,-52,160,33119,12421,1103,,11318,0.088801224,1,1142,2
09/10/2020,Alpha-Beta-Gamma,223,324658,65314,247667,11677,84364,2555,69203,1860,10746,13301,4094,390,3607,97,22,851,29,70,972,99,152,33271,10074,1117,,8957,0.110879492,2,1178,2
10/10/2020,Alpha-Beta-Gamma,224,328952,65706,251481,11765,85617,2555,70487,1877,10698,13253,4294,392,3814,88,17,1284,-48,0,1253,-48,154,33425,7834,893,,6941,0.113990299,2,1304,2
11/10/2020,Alpha-Beta-Gamma,225,333449,66578,255027,11844,87006,2693,71549,1901,10863,13556,4497,872,3546,79,24,1062,165,138,1389,303,155,33580,14336,1612,,12724,0.112444196,2,1737,3
12/10/2020,Alpha-Beta-Gamma,226,336716,66262,258519,11935,88174,2805,72633,1922,10814,13619,3267,-316,3492,91,21,1084,-49,112,1168,63,153,33733,12339,1270,,11069,0.102925683,2,1455,2
13/10/2020,Alpha-Beta-Gamma,227,340622,65299,263296,12027,89228,2643,73733,1944,10908,13551,3906,-963,4777,92,22,1100,94,-162,1054,-68,143,33876,13165,1324,,11841,0.100569692,2,796,2
14/10/2020,Alpha-Beta-Gamma,228,344749,64742,267851,12156,90266,2559,74924,1961,10822,13381,4127,-557,4555,129,17,1191,-86,-84,1038,-170,158,34034,12158,1101,,11057,0.090557658,2,921,2
15/10/2020,Alpha-Beta-Gamma,229,349160,63231,273661,12268,91337,2743,75974,1984,10636,13379,4411,-1511,5810,112,23,1050,-186,184,1071,-2,155,34189,9877,951,,8926,0.096284297,2,1508,2
16/10/2020,Alpha-Beta-Gamma,230,353461,63570,277544,12347,92382,2920,76956,2008,10498,13418,4301,339,3883,79,24,982,-138,177,1045,39,147,34336,8767,913,,7854,0.104140527,2,1471,2
17/10/2020,Alpha-Beta-Gamma,231,357762,63739,281592,12431,93356,2671,78062,2032,10591,13262,4301,169,4048,84,24,1106,93,-249,974,-156,153,34489,5785,667,,5118,0.115298185,2,548,2
18/10/2020,Alpha-Beta-Gamma,232,361867,64032,285324,12511,94327,2358,79136,2051,10782,13140,4105,293,3732,80,19,1074,191,-313,971,-122,138,34627,10070,899,,9171,0.089275074,1,402,2
19/10/2020,Alpha-Beta-Gamma,233,365240,63380,289243,12617,95253,2603,80261,2064,10325,12928,3373,-652,3919,106,13,1125,-457,245,926,-212,163,34790,10412,1002,,9410,0.096235113,2,1455,2
20/10/2020,Alpha-Beta-Gamma,234,368842,62455,293653,12734,96217,2732,81107,2086,10292,13024,3602,-925,4410,117,22,846,-33,129,964,96,136,34926,12520,1094,,11426,0.087380192,1,1288,2
21/10/2020,Alpha-Beta-Gamma,235,373109,62743,297509,12857,97217,2661,82178,2105,10273,12934,4267,288,3856,123,19,1071,-19,-71,1000,-90,148,35074,10631,937,,9694,0.088138463,1,915,2
22/10/2020,Alpha-Beta-Gamma,236,377541,63576,301006,12959,98206,2768,83338,2120,9980,12748,4432,833,3497,102,15,1160,-293,107,989,-186,118,35192,10377,877,,9500,0.084513829,1,1248,2
23/10/2020,Alpha-Beta-Gamma,237,381910,63733,305100,13077,99158,2986,84430,2138,9604,12590,4369,157,4094,118,18,1092,-376,218,952,-158,170,35362,11012,1005,,10007,0.091264076,2,1442,2
24/10/2020,Alpha-Beta-Gamma,238,385980,63556,309219,13205,100220,2924,85586,2153,9557,12481,4070,-177,4119,128,15,1156,-47,-62,1062,-109,158,35520,4701,550,,4151,0.116996384,2,983,2
25/10/2020,Alpha-Beta-Gamma,239,389712,62649,313764,13299,100991,2861,86815,2164,9151,12012,3732,-907,4545,94,11,1229,-406,-63,771,-469,153,35673,10221,842,,9379,0.082379415,1,678,2
26/10/2020,Alpha-Beta-Gamma,240,392934,61851,317672,13411,101897,2775,87977,2185,8960,11735,3222,-798,3908,112,21,1162,-191,-86,906,-277,146,35819,13815,981,,12834,0.071009772,1,797,2
27/10/2020,Alpha-Beta-Gamma,241,396454,60694,322248,13512,102678,2680,89060,2195,8743,11423,3520,-1157,4576,101,10,1083,-217,-95,781,-312,145,35964,10021,803,,9218,0.080131723,1,621,2
28/10/2020,Alpha-Beta-Gamma,242,400483,61078,325793,13612,103522,2716,90157,2211,8438,11154,4029,384,3545,100,16,1097,-305,36,844,-269,124,36088,4932,604,,4328,0.122465531,2,964,2
29/10/2020,Alpha-Beta-Gamma,243,404048,60569,329778,13701,104235,2824,91235,2225,7951,10775,3565,-509,3985,89,14,1078,-487,108,713,-379,140,36228,8870,665,,8205,0.074971815,1,971,2
30/10/2020,Alpha-Beta-Gamma,244,406945,58868,334295,13782,104847,2839,92312,2239,7457,10296,2897,-1701,4517,81,14,1077,-494,15,612,-479,150,36378,7328,668,,6660,0.091157205,2,684,2
31/10/2020,Alpha-Beta-Gamma,245,410088,58418,337801,13869,105597,2384,94434,2255,6524,8908,3143,-450,3506,87,16,2122,-933,-455,750,-1388,141,36519,4199,620,,3579,0.147654203,2,-112,1
